date,AD,AH,BO,BP,C,CC,CD,CF,CN,CO,CT,DU,DX,EC,EO,FC,FV,G,GC,GX,HG,IB,JY,KC,KW,LC,LH,NG,NI,NO,NQ,NV,OE,PB,PT,QS,RX,S,SB,SE,SF,SI,SM,SMI,SP,TU,TY,UB,US,VG,W,XM,XP,Z,ZS
2019-02-25,72.35,1906.0,32.82,133.43,438.875,2112.0,76.345,4944.7,138.49,71.97,78.73,112.009,94.568,1.17823,517.19,143.822,115.8984375,124.37,1394.67,11456.36,299.45,8668.7,93.175,119.54,519.875,118.586,66.793,3.676,12975.0,11.732,7194.81,69.21,132.508,2087.0,925.03,681.03,165.55,1011.0625,14.36,11.056,104.17,16.63,347.16,8802.96,2787.93,107.25390625,123.015625,184.65,141.3125,3044.64,478.4375,97.9002,5928.9,6820.9,2719.0
2019-02-26,72.52,1911.0,32.53,135.17,433.8125,2131.0,76.496,4951.3,138.87,72.47,77.57,111.989,94.169,1.18144,517.83,144.78,116.0703125,124.19,1393.62,11491.19,299.45,8684.1,93.697,115.88,512.25,119.229,69.055,3.701,12960.0,11.78,7186.73,69.35,132.458,2092.0,925.32,690.84,165.42,1002.1875,14.12,11.085,104.28,16.632,344.66,8849.16,2782.34,107.2890625,123.3125,184.19,141.96875,3055.78,471.75,97.8952,5890.3,6798.5,2740.0
2019-02-27,71.99,1922.0,32.21,135.53,430.875,2166.0,76.597,4938.5,138.22,73.78,77.93,111.979,94.339,1.17859,515.12,145.209,115.8671875,123.31,1385.96,11427.01,300.88,8659.6,93.242,118.46,515.75,119.229,68.9,3.705,13055.0,11.799,7190.77,68.75,132.269,2136.0,926.68,699.82,164.83,1001.9375,14.15,11.093,104.06,16.464,346.71,8783.16,2785.93,107.2265625,122.90625,182.95,140.78125,3044.64,472.5,97.9152,5915.4,6747.1,2745.0
2019-02-28,71.5,1911.0,32.35,135.08,427.375,2104.0,76.647,4953.2,137.92,73.48,78.43,111.959,94.344,1.17916,515.89,144.2,115.75,123.12,1380.61,11463.33,299.4,8742.6,92.917,117.86,514.625,119.16,69.24,3.722,13050.0,11.79,7171.33,68.42,132.159,2151.0,921.84,701.22,164.46,994.8125,13.96,11.142,104.39,16.326,343.12,8787.88,2775.57,107.1796875,122.6875,182.04,140.34375,3062.28,465.1875,97.8852,5932.8,6742.3,2778.0
2019-03-01,71.3,1918.0,32.34,134.3,430.0,2076.0,75.726,4975.9,138.07,72.11,79.54,111.934,94.744,1.17689,513.53,142.535,115.5078125,123.14,1362.88,11542.44,297.78,8738.9,92.405,119.96,514.875,118.884,69.891,3.784,13195.0,11.737,7225.35,68.32,132.109,2143.0,926.19,689.44,164.37,996.1875,13.78,11.082,104.18,15.931000000000001,344.69,8794.48,2795.8,107.0703125,122.328125,181.42,139.71875,3075.28,462.9375,97.8352,5974.3,6753.3,2785.0
2019-03-04,71.43,1875.0,32.17,134.09,432.0,2019.0,75.64,4996.2,138.41,72.78,78.76,111.934,94.901,1.17399,515.56,142.51,115.6328125,123.35,1350.61,11540.95,295.44,8715.5,92.617,116.54,512.875,117.783,71.037,3.782,13255.0,11.663,7215.0,68.51,132.199,2113.0,925.03,698.7,164.74,1001.125,13.5,11.012,104.17,15.774000000000001,348.17,8822.76,2782.44,107.09765625,122.546875,182.15,140.28125,3078.06,461.125,97.7952,5994.5,6783.8,2751.0
2019-03-05,71.43,1874.0,32.11,134.06,433.1875,2020.0,75.464,5007.6,138.67,72.99,80.36,111.939,95.082,1.17099,515.96,142.182,115.625,123.25,1347.67,11561.35,297.93,8712.1,92.482,119.3,522.4375,118.219,71.75,3.817,13650.0,11.633,7234.94,68.33,132.169,2101.0,927.74,694.77,164.67,998.6875,13.58,11.033,103.65,15.774000000000001,347.61,8839.73,2782.34,107.078125,122.5625,182.04,140.28125,3088.28,468.5,97.8302,5962.7,6835.7,2780.0
2019-03-06,70.83,1866.0,31.85,134.09,429.4375,2102.0,75.036,4999.1,139.34,73.13,79.93,111.979,95.086,1.17135,513.88,141.954,115.78125,123.97,1350.72,11532.49,296.41,8755.5,92.55,118.16,507.6875,118.288,70.727,3.76,13585.0,11.626,7180.17,68.03,132.368,2099.0,928.81,695.61,165.26,985.8125,13.28,11.057,103.59,15.753,343.23,8808.62,2762.31,107.13671875,122.84375,183.01,140.75,3087.35,455.5625,97.8902,6027.3,6844.8,2788.0
2019-03-07,70.67,1864.0,31.73,133.08,421.0625,2043.0,74.83,4979.7,140.0,73.47,78.74,112.049,95.901,1.1582,511.7,144.225,116.078125,124.75,1349.14,11453.88,295.59,8692.6,92.756,115.94,494.9375,118.334,71.533,3.794,13235.0,11.462,7095.6,67.81,132.738,2105.0,927.35,698.14,166.26,986.375,13.26,10.848,102.83,15.706,343.46,8778.45,2740.98,107.2421875,123.34375,185.12,141.625,3069.71,443.6875,97.9002,6049.5,6806.6,2735.0
2019-03-08,71.03,1872.0,31.71,132.45,419.875,2058.0,75.076,4945.6,139.88,72.85,79.15,112.019,95.548,1.16431,505.9,145.26,116.1328125,124.43,1362.99,11409.1,293.87,8595.6,93.134,117.92,498.6875,118.999,75.034,3.792,13090.0,11.527,7094.85,68.38,132.558,2090.0,923.39,684.67,166.11,979.0,13.3,10.906,103.31,16.028,340.54,8730.37,2737.99,107.265625,123.453125,185.58,141.8125,3052.99,444.9375,97.9552,5985.9,6777.1,2711.0
2019-03-11,71.17,1847.0,31.7,133.84,417.3125,2062.0,75.092,4978.3,139.99,73.78,78.84,112.034,95.455,1.1639,510.53,143.62,116.0546875,124.66,1354.39,11483.23,294.63,8637.3,92.994,116.36,486.5625,118.38,77.884,3.669,12900.0,11.629,7234.18,68.58,132.648,2075.0,929.48,686.64,166.25,972.6875,13.42,10.945,102.91,15.95,337.85,8815.22,2774.87,107.23828125,123.328125,185.32,141.46875,3067.85,433.8125,97.9527,5968.5,6791.9,2738.0
2019-03-12,71.43,1873.0,32.08,133.12,421.625,2076.0,75.343,4982.0,140.29,73.88,80.62,112.039,95.185,1.1696900000000001,510.52,142.61,116.1875,124.6,1361.73,11479.25,297.42,8633.8,92.948,114.93,512.5625,116.223,78.875,3.685,13105.0,11.684,7276.34,69.04,132.668,2085.0,930.65,683.26,166.26,980.375,13.46,10.989,103.33,16.095,339.76,8793.53,2782.94,107.3046875,123.5625,185.3,142.21875,3071.56,458.625,97.9502,5956.0,6821.9,2838.0
2019-03-13,71.45,1905.0,32.01,134.52,422.5,2075.0,75.686,5016.1,139.99,74.86,81.55,112.044,94.804,1.17306,514.21,142.863,116.1875,124.27,1373.48,11520.05,298.13,8651.9,93.144,116.9,505.625,116.246,78.658,3.733,13210.0,11.764,7338.18,68.88,132.628,2129.5,931.81,684.67,166.19,984.75,13.5,11.053,103.71,16.14,341.66,8839.73,2805.27,107.30859375,123.546875,184.98,141.9375,3086.42,452.8125,98.0202,5945.3,6810.0,2847.0
2019-03-14,71.19,1903.0,31.63,134.66,426.8125,2073.0,75.575,5057.7,139.9,74.5,80.02,112.034,95.057,1.1696900000000001,518.92,142.409,116.1171875,123.98,1358.58,11540.95,293.66,8673.1,92.534,116.3,505.375,116.911,81.539,3.779,12890.0,11.752,7309.91,68.51,132.538,2114.0,928.99,686.35,165.84,982.0,13.55,11.037,103.58,15.842,343.01,8951.93,2798.01,107.28125,123.390625,184.54,141.34375,3106.85,458.375,98.0102,5969.5,6852.9,2825.0
2019-03-15,71.4,1897.0,31.48,135.15,430.25,2057.0,75.439,5109.4,140.43,74.43,81.32,112.019,94.881,1.17171,526.5,142.636,116.2578125,124.2,1366.77,11618.46,295.14,8781.8,92.736,117.08,512.875,118.471,85.257,3.7,12930.0,11.796,7386.36,68.78,132.528,2062.0,932.2,681.86,165.85,993.75,13.67,11.119,103.76,16.002,348.5,8942.32,2815.42,107.32421875,123.65625,184.48,142.0,3145.91,468.0,98.0052,5954.0,6892.4,2790.0
2019-03-18,71.54,1920.5,31.49,134.84,428.25,2056.0,75.419,5117.4,140.39,74.85,81.07,112.014,94.815,1.1733500000000001,526.71,142.964,116.1875,124.48,1365.3,11599.58,295.44,8850.8,92.808,115.94,505.375,117.76,88.014,3.7720000000000002,13023.0,11.78,7403.96,68.8,132.548,2040.0,939.48,679.89,165.98,989.9375,14.02,11.119,103.88,16.0,347.38,8936.55,2826.16,107.29296875,123.53125,184.98,141.9375,3146.86,462.375,98.0002,5973.3,6951.2,2781.0
2019-03-19,71.45,1946.0,31.27,134.99,428.0,2062.0,75.66,5136.9,140.26,74.93,81.48,111.999,94.665,1.1749,527.09,143.569,116.140625,124.41,1370.54,11731.74,296.86,8945.0,92.782,115.71,504.5,118.494,87.766,3.8040000000000003,13149.0,11.818999999999999,7419.8,68.87,132.448,2038.0,935.89,684.67,165.67,988.0,13.96,11.156,104.08,16.052,348.5,8984.6,2822.08,107.265625,123.453125,184.3,141.625,3170.68,462.125,98.0502,5970.4,6986.4,2818.0
2019-03-20,71.99,1937.0,31.31,134.75,428.25,2007.0,75.866,5097.0,140.78,75.91,81.32,112.004,94.042,1.1844999999999999,522.11,143.569,116.5625,124.95,1365.51,11562.31,296.66,8862.1,93.434,113.43,514.0625,118.907,91.484,3.733,13218.0,11.889,7453.0,69.44,132.518,2044.5,932.68,695.06,165.96,990.1875,13.91,11.272,105.06,15.996,349.4,8923.09,2812.63,107.4140625,124.09375,185.08,142.78125,3139.24,470.5,98.0452,5956.9,6958.4,2863.0
2019-03-21,71.61,1899.5,31.12,132.99,433.75,1996.0,75.263,5093.7,140.85,75.2,83.12,112.049,94.819,1.17459,524.93,144.099,116.5234375,125.95,1371.38,11498.71,295.14,8836.4,93.295,113.49,517.5,119.206,97.06,3.734,12996.0,11.885,7578.73,69.04,132.708,2041.0,937.34,685.79,166.57,995.125,13.65,11.174,104.61,16.12,353.55,8900.99,2848.05,107.390625,124.046875,187.07,142.90625,3133.52,472.25,98.1052,5950.1,7024.0,2835.0
2019-03-22,71.38,1903.0,30.65,134.33,436.0625,2022.0,75.052,4990.3,141.57,74.28,82.48,112.089,94.981,1.16837,518.72,144.326,116.953125,126.47,1376.63,11303.95,288.69,8659.2,93.88,112.41,515.1875,119.045,97.06,3.644,12995.0,11.771,7412.01,69.05,132.949,2032.0,927.63,671.18,167.47,987.75,13.73,11.071,104.53,16.089,353.21,8780.86,2796.41,107.5703125,124.734375,190.49,144.28125,3068.74,471.75,98.1502,5977.2,6874.6,2815.0
2019-03-25,71.63,1883.0,30.82,134.07,437.75,2075.0,75.067,4981.8,142.17,74.48,83.72,112.074,94.899,1.17012,516.11,143.494,117.2265625,126.76,1387.43,11299.47,290.11,8651.3,93.875,112.83,520.125,117.072,97.463,3.6470000000000002,12966.0,11.79,7398.43,69.38,132.909,2011.0,925.79,681.86,167.39,990.75,13.63,11.104,104.71,16.256,353.33,8764.53,2792.73,107.71484375,125.03125,190.53,144.75,3068.74,475.3125,98.2052,5904.7,6852.9,2832.0
2019-03-26,72.0,1888.0,30.64,134.45,434.875,2095.0,75.238,5025.9,142.05,75.32,83.89,112.069,95.054,1.16663,520.14,144.074,117.265625,126.51,1379.46,11369.53,289.86,8651.4,93.485,114.15,513.1875,116.453,98.795,3.627,13080.0,11.791,7420.05,69.46,132.859,1993.0,931.32,684.11,167.31,984.4375,13.75,11.112,104.6,16.112,348.73,8854.86,2808.65,107.70703125,125.109375,190.81,144.84375,3085.89,475.0625,98.1602,5911.5,6872.1,2873.0
2019-03-27,71.41,1911.0,30.82,134.89,430.875,2105.0,75.112,5023.0,142.49,75.17,82.88,112.18,95.111,1.16503,520.59,143.443,117.40625,126.59,1374.63,11360.59,290.77,8692.1,93.588,112.35,514.625,115.856,100.778,3.591,13064.0,11.687,7377.56,68.33,133.379,2008.0,930.45,683.55,168.33,970.0,13.74,11.081,104.45,15.975,341.33,8834.68,2796.21,107.7890625,125.390625,192.44,145.78125,3088.75,475.3125,98.2102,5909.5,6852.9,2887.0
2019-03-28,71.33,1903.0,30.62,132.77,431.125,2113.0,74.901,5018.8,142.14,75.16,81.71,112.149,95.586,1.16072,519.44,143.492,117.2578125,126.53,1353.02,11375.49,291.74,8644.4,93.403,112.53,507.9375,116.108,97.742,3.582,12887.0,11.66,7395.16,68.18,133.219,2018.0,934.24,674.27,168.13,972.125,13.68,11.048,104.37,15.636,343.68,8868.32,2806.66,107.74609375,125.203125,191.98,145.75,3087.79,470.25,98.2602,5962.7,6905.9,2867.0
2019-03-29,71.54,1912.0,30.33,132.24,410.9375,2135.0,75.379,5069.5,141.3,75.7,83.59,112.165,95.666,1.15949,524.49,142.804,117.03125,126.62,1356.37,11461.95,298.18,8694.3,93.187,113.13,497.8125,115.351,95.883,3.516,12984.0,11.682,7443.94,68.39,133.259,2017.0,929.57,680.17,168.08,966.4375,13.68,11.041,104.29,15.779,343.68,8937.51,2823.38,107.6328125,124.921875,191.16,145.375,3117.33,463.4375,98.2102,5965.6,6953.1,2923.0
2019-04-01,71.69,1899.0,30.56,133.46,417.0,2179.0,75.635,5122.2,140.55,77.3,83.32,112.165,95.621,1.15913,529.37,143.001,116.7109375,126.12,1351.87,11629.88,297.02,8798.4,92.7,110.26,503.0625,115.787,95.914,3.576,13107.0,11.734,7542.52,68.41,133.099,2021.0,937.93,681.86,167.4,978.6875,13.84,11.051,103.97,15.767,346.93,9011.51,2855.91,107.52734375,124.3125,189.21,143.96875,3154.48,468.5,98.1802,5997.5,6988.3,2933.0
2019-04-02,71.19,1889.0,30.97,133.32,416.75,2206.0,75.414,5138.8,140.99,77.7,83.22,112.185,95.743,1.15754,531.19,142.411,116.8203125,126.58,1353.13,11702.92,295.09,8825.8,92.69,109.72,501.5625,115.879,97.835,3.545,13141.0,11.696,7563.39,67.76,133.269,1986.0,940.55,689.73,167.84,983.625,13.82,10.994,104.02,15.728,348.28,8994.21,2852.53,107.5625,124.46875,190.43,144.0625,3164.01,469.75,98.1702,6025.6,7059.7,2856.0
2019-04-03,71.73,1896.0,30.8,133.76,418.1875,2225.0,75.459,5182.9,140.55,77.63,82.98,112.124,95.486,1.1617,536.37,142.313,116.671875,125.74,1353.02,11904.15,299.45,8931.0,92.618,114.15,505.625,115.42,97.99,3.536,13329.0,11.75,7626.76,68.14,133.039,2012.0,941.42,686.64,167.13,982.25,13.56,11.063,104.08,15.77,348.73,9019.2,2865.16,107.515625,124.1875,187.99,143.28125,3199.26,476.8125,98.1402,6060.4,7078.0,2930.0
2019-04-04,71.75,1895.0,31.23,132.77,421.0625,2261.0,75.353,5177.7,140.69,77.73,83.28,112.119,95.745,1.15944,536.59,143.861,116.6796875,125.62,1351.98,11938.93,295.54,8979.7,92.484,114.09,508.8125,117.049,98.609,3.491,13160.0,11.711,7605.89,67.86,133.049,1994.0,943.66,691.97,167.25,990.75,13.88,11.05,103.81,15.752,349.74,9018.24,2868.05,107.4921875,124.234375,189.21,143.46875,3208.79,476.5625,98.0852,6011.1,7078.5,2897.0
2019-04-05,71.59,1890.0,31.18,132.43,417.875,2259.0,75.158,5190.0,140.56,78.79,84.28,112.099,95.821,1.1590799999999999,537.57,143.689,116.6875,125.29,1353.34,11961.78,293.97,8980.0,92.402,111.58,499.25,115.673,97.928,3.518,13071.0,11.691,7648.89,67.57,132.999,1985.5,947.44,694.5,167.09,982.5625,13.93,11.031,103.81,15.754,345.36,9049.95,2881.28,107.4765625,124.296875,188.97,143.71875,3214.51,473.5625,98.0752,5957.9,7130.5,2922.0
2019-04-08,71.81,1871.0,30.89,132.8,415.0,2275.0,75.6,5185.8,140.3,79.64,85.0,112.109,95.474,1.1636,537.32,144.254,116.6171875,125.4,1359.92,11899.18,297.78,8902.4,92.551,111.28,499.5625,115.889,97.401,3.576,13182.0,11.783,7668.25,67.7,133.009,1991.0,948.61,703.21,167.09,982.25,13.73,11.078,103.89,15.889,346.71,9036.5,2883.57,107.453125,124.140625,188.77,143.40625,3200.22,471.0,98.1052,6003.3,7110.8,2906.0
2019-04-09,71.79,1878.0,31.06,132.55,415.0,2290.0,75.534,5152.6,140.35,79.09,84.1,112.094,95.435,1.16401,534.76,143.689,116.71875,125.39,1366.6,11819.18,297.98,8901.6,92.89,112.11,494.9375,115.673,97.308,3.565,13196.0,11.776,7637.82,67.7,133.039,1975.5,945.02,699.28,167.21,982.25,13.96,11.082,103.83,15.884,346.6,9072.05,2867.95,107.48046875,124.34375,189.13,143.78125,3191.64,465.1875,98.0802,5990.8,7104.5,2861.0
2019-04-10,72.22,1864.0,31.09,132.97,417.0,2287.0,75.524,5165.4,140.74,80.34,83.6,112.134,95.383,1.16432,536.89,142.73,116.8359375,125.57,1372.45,11863.4,297.12,8883.3,92.982,112.83,493.5,115.288,97.773,3.566,13221.0,11.845,7686.11,67.89,133.239,1953.0,947.93,704.62,167.62,985.8125,13.99,11.071,103.51,15.919,347.72,9051.87,2879.79,107.51171875,124.5,189.83,143.96875,3191.64,463.6875,98.1052,6001.4,7093.9,2873.0
2019-04-11,71.73,1860.0,31.0,132.67,415.0,2236.0,75.203,5199.5,140.36,79.34,82.91,112.109,95.631,1.16242,536.89,142.976,116.65625,124.95,1350.93,11898.68,293.21,8942.3,92.376,108.04,498.375,115.745,98.176,3.518,12976.0,11.788,7661.97,67.52,133.119,1927.0,950.36,707.97,167.31,978.4375,13.82,11.038,103.38,15.525,344.47,9061.48,2877.1,107.44921875,124.265625,188.93,143.5,3205.93,466.1875,98.1202,5979.2,7098.2,2865.0
2019-04-12,72.29,1863.0,30.96,132.87,416.125,2270.0,75.459,5215.7,139.67,80.14,84.13,112.064,95.422,1.16652,537.59,142.976,116.375,124.19,1352.92,11949.36,299.2,8955.5,92.038,108.22,502.75,116.73,99.508,3.513,13022.0,11.839,7697.17,67.96,132.778,1925.0,955.02,708.25,166.34,978.4375,13.94,11.053,103.45,15.625,345.25,8980.76,2897.7,107.36328125,123.78125,186.2,142.71875,3215.46,470.25,98.0952,6028.5,7106.0,2928.0
2019-04-15,72.29,1865.0,30.81,133.08,418.1875,2253.0,75.208,5225.6,140.09,79.73,82.38,112.069,95.381,1.16719,538.45,143.222,116.390625,124.15,1348.84,11970.73,298.08,8974.2,92.089,109.42,494.625,116.754,100.036,3.421,12991.0,11.842,7692.64,67.88,132.809,1954.0,958.32,704.62,166.38,982.25,13.82,11.057,103.28,15.638,348.73,9047.07,2894.71,107.36328125,123.84375,185.82,142.875,3218.32,465.1875,98.0252,6032.3,7114.6,2900.0
2019-04-16,72.29,1855.5,30.72,132.61,413.875,2206.0,75.343,5246.0,139.65,80.33,83.94,112.079,95.476,1.1655,541.03,143.222,116.21875,124.18,1334.12,12061.15,297.63,8984.7,92.094,108.34,482.75,117.691,98.814,3.3970000000000002,12953.0,11.861,7724.58,67.85,132.809,1920.0,959.0,708.81,166.32,970.5,13.66,11.08,102.95,15.575,343.68,9122.99,2896.6,107.31640625,123.515625,185.6,142.15625,3233.56,450.5,98.0452,6060.4,7148.9,2810.0
2019-04-17,72.25,1850.0,30.44,132.44,413.0,2259.0,75.404,5278.3,139.53,80.22,84.13,112.079,95.482,1.16616,541.98,142.878,116.265625,123.98,1333.7,12106.37,301.38,9038.1,92.027,104.21,486.8125,117.619,98.759,3.324,12893.0,11.845,7734.89,67.47,132.718,1946.0,960.85,712.73,166.01,960.6875,13.49,11.082,102.6,15.6,340.77,9136.44,2885.66,107.34375,123.546875,185.0,142.125,3245.95,452.5,98.0202,6031.4,7146.4,2819.5
2019-04-18,71.91,1867.0,30.8,131.84,413.25,2230.0,75.148,5295.5,140.03,80.61,83.26,112.099,95.969,1.15892,545.28,143.755,116.40625,124.44,1332.86,12162.51,296.56,9064.7,92.074,107.98,486.25,117.907,100.175,3.289,12672.0,11.795,7757.78,67.0,132.959,1941.0,964.64,711.05,166.94,962.3125,13.93,10.998,102.08,15.617,339.98,9109.53,2895.11,107.375,123.828125,187.45,142.65625,3263.1,449.75,98.0252,6036.2,7142.1,2767.0
2019-04-19,71.91,1867.0,30.8,131.84,413.25,2230.0,75.148,5295.5,140.03,80.61,83.26,112.099,95.969,1.15892,545.28,143.755,116.40625,124.44,1332.86,12162.51,296.56,9064.7,92.074,107.98,486.25,117.907,100.175,3.289,12672.0,11.795,7757.78,67.0,132.959,1941.0,964.64,711.05,166.94,962.3125,13.93,10.998,102.08,15.617,339.98,9109.53,2895.11,107.375,123.828125,187.45,142.65625,3263.1,449.75,98.0252,6036.2,7142.1,2767.0
2019-04-22,71.84,1867.0,30.7,131.86,408.9375,2202.0,75.394,5295.5,139.74,82.93,83.14,112.099,95.775,1.16195,545.28,143.068,116.3203125,124.44,1334.53,12162.51,294.68,9064.7,92.099,107.93,476.6875,116.85,98.87,3.333,12672.0,11.844,7780.16,67.0,132.959,1941.0,962.98,725.88,166.94,958.5,13.69,11.021,102.02,15.638,339.2,9109.53,2897.8,107.37109375,123.625,187.45,142.03125,3263.1,441.125,98.0252,6036.2,7142.1,2767.0
2019-04-23,71.45,1866.0,30.01,131.43,404.9375,2155.0,74.846,5310.4,140.12,83.46,82.47,112.089,96.136,1.15738,546.4,141.953,116.453125,124.14,1329.94,12191.33,293.87,9016.4,92.176,108.39,479.875,116.417,97.537,3.242,12391.0,11.761,7884.01,66.73,132.879,1917.0,969.69,725.32,166.66,942.125,13.87,10.938,101.6,15.446,337.52,9194.1,2923.17,107.421875,123.8125,186.96,142.3125,3273.58,444.1875,98.0802,6099.0,7199.0,2748.0
2019-04-24,70.58,1872.0,29.86,131.07,399.75,2114.0,74.555,5295.5,141.01,83.52,81.63,112.119,96.664,1.14968,544.35,139.012,116.671875,124.74,1336.41,12245.98,295.54,8942.9,91.74,107.34,468.3125,113.75,99.036,3.252,12407.0,11.636,7893.82,66.1,133.139,1925.0,964.34,720.84,167.46,934.75,13.85,10.852,101.44,15.576,336.84,9201.79,2915.9,107.5,124.21875,189.29,143.125,3268.81,437.625,98.1852,6156.1,7148.4,2742.0
2019-04-25,70.64,1857.0,29.56,130.92,400.5625,2148.0,74.585,5282.6,140.69,83.28,82.9,112.134,96.727,1.14798,545.07,136.189,116.609375,124.91,1336.73,12232.57,290.62,8987.1,92.284,108.51,468.0,110.891,97.565,3.32,12325.0,11.596,7844.28,66.5,133.159,1932.0,963.86,723.08,167.42,939.125,13.5,10.733,101.48,15.538,343.12,9224.86,2911.43,107.4765625,124.078125,188.93,142.9375,3263.1,440.125,98.2052,6157.0,7119.0,2741.0
2019-04-26,70.93,1837.0,29.43,131.25,404.9375,2195.0,74.721,5297.9,140.82,80.81,82.25,112.139,96.537,1.1505,545.7,136.569,116.796875,125.03,1346.23,12266.85,293.16,9005.7,92.284,109.38,462.8125,110.579,96.621,3.3890000000000002,12424.0,11.583,7886.27,66.87,133.199,1952.0,965.99,697.34,167.55,933.0625,13.39,10.773,101.66,15.669,336.28,9267.14,2926.55,107.5546875,124.375,189.33,143.375,3272.62,440.375,98.1952,6156.1,7113.2,2768.0
2019-04-29,71.1,1828.0,29.82,131.34,405.75,2241.0,74.796,5309.5,140.39,80.69,81.45,112.114,96.393,1.15338,546.86,136.047,116.6796875,124.96,1338.61,12264.37,294.02,9028.0,92.181,107.69,451.25,110.338,94.15,3.406,12410.0,11.621,7859.62,66.93,133.119,1969.0,966.19,705.46,167.28,926.25,12.7,10.771,101.57,15.501,333.25,9296.93,2927.94,107.5390625,124.125,188.65,142.78125,3277.39,432.0,98.1852,6130.9,7128.1,2792.0
2019-04-30,71.03,1797.0,29.49,132.37,406.625,2218.0,75.102,5321.4,140.43,81.28,81.27,112.109,96.018,1.15723,550.43,134.339,116.84375,124.61,1343.0,12273.31,294.73,9083.0,92.479,108.27,447.8125,109.81,93.622,3.382,12201.0,11.662,7845.79,67.03,133.049,1925.0,964.83,713.85,167.03,919.0,13.09,10.792,101.68,15.554,332.37,9327.69,2933.51,107.58984375,124.375,188.25,143.25,3288.82,425.5625,98.1852,6094.2,7107.4,2825.5
2019-05-01,70.66,1815.0,29.25,132.47,413.375,2177.0,74.776,5321.4,140.62,81.41,81.2,112.109,96.225,1.15456,550.43,134.126,116.7265625,124.9,1341.43,12273.31,284.33,9083.0,92.279,105.89,454.625,109.449,96.732,3.441,12159.0,11.600999999999999,7802.03,66.45,133.049,1850.0,960.36,714.97,167.03,916.5625,12.95,10.742,101.74,15.289,332.59,9327.69,2908.24,107.51171875,124.28125,188.25,143.375,3288.82,432.75,98.1902,6138.7,7069.3,2771.0
2019-05-02,70.49,1816.0,29.09,132.24,415.5625,2232.0,74.665,5290.3,139.86,79.8,79.86,112.114,96.398,1.15199,546.7,131.849,116.4609375,124.56,1328.68,12275.3,282.09,8939.2,92.371,106.41,460.3125,109.257,95.621,3.401,12124.0,11.481,7779.65,66.39,133.059,1875.0,956.38,713.29,166.96,907.4375,12.98,10.693,101.57,15.173,328.82,9302.7,2902.77,107.42578125,123.859375,187.85,142.75,3274.53,440.6875,98.1852,6110.6,7039.9,2731.0
2019-05-03,70.69,1799.0,28.93,133.62,415.875,2237.0,74.896,5299.4,139.93,79.91,80.11,112.119,96.076,1.15399,548.81,130.117,116.5625,124.23,1338.4,12329.45,286.1,8926.2,92.7,105.31,456.3125,109.017,94.788,3.372,12179.0,11.547,7911.17,66.63,133.059,1900.0,962.11,726.15,166.98,906.375,12.74,10.718,101.76,15.548,330.26,9300.78,2932.62,107.4375,124.03125,187.97,143.15625,3285.01,434.75,98.1802,6108.7,7066.4,2771.0
2019-05-06,70.52,1799.0,28.7,132.97,408.5625,2200.0,74.841,5238.0,140.23,80.35,77.85,112.124,96.084,1.15487,543.99,129.05,116.71875,124.23,1341.01,12230.58,287.17,8876.6,92.854,104.79,458.0625,107.911,91.484,3.315,12179.0,11.542,7849.31,66.36,133.109,1900.0,961.72,716.08,167.17,893.4375,12.6,10.708,101.75,15.495,328.49,9232.54,2917.49,107.4921875,124.328125,188.19,143.59375,3258.33,434.0,98.2352,6042.0,7066.4,2771.0
2019-05-07,70.55,1816.0,28.67,132.59,411.125,2163.0,74.605,5158.8,140.91,78.82,77.46,112.149,96.214,1.15245,537.3,130.26,116.921875,124.83,1342.89,12012.96,282.7,8760.7,93.388,102.29,459.1875,107.911,92.234,3.332,12039.0,11.486,7719.05,66.24,133.329,1855.5,953.47,709.65,167.81,894.0,12.68,10.654,101.52,15.494,324.73,9174.88,2876.11,107.55078125,124.71875,189.67,144.5,3194.5,436.25,98.1902,6072.0,6947.8,2692.0
2019-05-08,70.4,1797.0,28.56,131.97,408.5625,2167.0,74.62,5179.9,140.59,79.37,76.54,112.175,96.203,1.15338,539.37,128.813,116.78125,125.15,1338.5,12133.69,281.59,8773.1,93.495,102.93,458.625,106.758,92.817,3.428,11944.0,11.465,7692.39,65.98,133.359,1881.5,956.48,715.25,167.93,890.1875,12.36,10.645,101.45,15.427,324.39,9226.78,2872.52,107.52734375,124.453125,190.33,143.96875,3214.51,435.75,98.2402,6031.4,6963.3,2648.5
2019-05-09,70.46,1799.0,28.17,132.16,396.25,2196.0,74.69,5093.6,140.8,79.39,74.34,112.2,95.982,1.15646,530.28,129.264,116.9296875,125.33,1342.47,11890.24,281.28,8626.0,93.849,105.6,452.0625,107.599,93.012,3.409,11778.0,11.464,7639.84,66.2,133.419,1835.0,950.46,707.41,167.99,874.625,12.5,10.606,101.96,15.335,320.19,9043.22,2858.1,107.578125,124.6875,190.47,144.4375,3153.53,426.3125,98.2652,6063.3,6897.2,2610.0
