"","date","NQ1.Index","RX1.Comdty","TU1.Comdty","SF1.Curncy","UB1.Comdty","HG1.Comdty","EC1.Curncy","FV1.Comdty","BO1.Comdty","VG1.Index","TY1.Comdty","BP1.Curncy","XM1.Comdty","GC1.Comdty","GX1.Index","EO1.Index","US1.Comdty","JY1.Curncy","Z.1.Index","SM1.Comdty","SI1.Comdty","NV1.Curncy","G.1.Comdty","LMNIDS03.Comdty","DU1.Comdty","CO1.Comdty","LMPBDS03.Comdty","SE1.Curncy","KW1.Comdty","QS1.Comdty","OE1.Comdty","LMZSDS03.Comdty","SM1.Index","LMAHDS03.Comdty","NO1.Curncy","C.1.Comdty","W.1.Comdty","SP1.Index","CF1.Index","CT1.Comdty","DX1.Curncy","XP1.Index","FC1.Comdty","IB1.Index","ST1.Index","LH1.Comdty","S.1.Comdty","AD1.Curncy","LC1.Comdty","CD1.Curncy"
"7076",2014-03-11,3724.28,127.5,107.22265625,130.37,120.48,329.21,1.54297,113.1796875,59.44,2416.46,116.234375,174.12,95.4386,1506.64,9319.34,320.88,121.59375,107.529,5408.7,345.43,24.066,78.08,96.88,15550,109.405,169.25,2049.5,17.313,1925.375,1220.61,118.879,2003,6677.15,1750.5,16.958,1038.9375,1318.3125,1781.69,3474,109.1,77.742,4683.7,128.457,7813.4,16527,101.187,1470.5,85.08,103.088,90.935
"7077",2014-03-12,3742.7,127.96,107.24609375,130.84,121.14,330.33,1.54664,113.3203125,58.99,2399.26,116.5,173.99,95.4436,1533.26,9224.11,318.51,122.21875,107.761,5381.1,339.44,24.694,78.14,97.2,15650,109.425,168.42,2038,17.312,1976.25,1205.46,119.098,1987,6639.59,1763.5,16.964,1050.25,1367.8125,1784.08,3440.1,109.75,77.622,4647.4,128.494,7753.4,16471,100.171,1443.5,85.24,103.556,90.813
"7078",2014-03-13,3686.66,128.5,107.30859375,130.67,122.02,325.98,1.54174,113.625,58.41,2364.07,117.03125,174,95.4386,1535.39,9043.68,314.16,123.28125,108.868,5321.8,343.64,24.509,78.68,97.72,15780,109.47,167.44,2022.5,17.266,1947.1875,1199.07,119.345,1982,6571.65,1741,16.906,1042.6875,1347.8125,1764.02,3395,109.13,77.636,4682,128.494,7665.3,16324,102.764,1453.125,85.59,103.376,91.268
"7079",2014-03-14,3662.94,128.52,107.30078125,131.08,122.09,329.04,1.54675,113.625,57.46,2348.43,117.046875,174.15,95.568,1542.77,9074.25,311.35,123.4375,109.266,5293.4,345.27,24.758,78.74,97.98,15740,109.44,169.46,2041,17.246,1986.1875,1213.88,119.279,1980,6494.92,1740,16.907,1044.875,1374.8125,1757.52,3368.2,109.74,77.452,4605.9,128.956,7543.9,16158,103.088,1445.0625,85.62,104.546,90.995
"7080",2014-03-17,3693.73,128.33,107.26171875,130.99,121.73,329.21,1.54853,113.40625,56.91,2385.18,116.703125,174.22,95.568,1535.95,9204.06,314.89,122.78125,108.78,5333.2,347.29,24.598,79.1,97.9,15880,109.44,166.38,2058,17.361,1965.0625,1197.39,119.212,1966,6530.08,1724.5,16.981,1029.8125,1349.3125,1774.52,3410.5,109.55,77.328,4603.3,129.067,7679.6,16516,105.162,1448.4375,86.23,104.384,91.389
"7081",2014-03-18,3737.4,128.34,107.29296875,130.92,121.87,329.15,1.54953,113.5234375,57.43,2403.17,116.875,173.69,95.5331,1520.4,9263.71,316.89,122.96875,109.001,5357.9,354.45,24.121,79.65,97.91,16190,109.435,167.24,2069.5,17.423,2017.25,1200.08,119.222,1980.25,6594.83,1736,16.968,1045.375,1385.3125,1787.04,3444.1,110.62,77.353,4625.8,128.605,7729.8,16660,106.479,1476,86.59,104.87,90.64
"7082",2014-03-19,3717.46,128.07,107.1328125,129.67,121.37,333.11,1.53841,112.78125,57.2,2407.08,115.9375,173.12,95.5481,1500.6,9306.31,316.56,122.03125,107.961,5339.3,359.27,24.079,78.94,97.8,16325,109.41,165.77,2078,17.229,2083.3125,1194.02,119.088,1980,6582.04,1739,16.746,1048.625,1431.8125,1776.43,3441.3,110.25,77.925,4634.4,128.808,7767.8,16622,107.279,1489.5,85.88,105.176,89.891
"7083",2014-03-20,3734.88,127.57,107.1015625,129.43,120.94,326.59,1.53295,112.6953125,56.13,2414.9,115.859375,172.83,95.4833,1488.51,9315.83,318.03,122.125,107.994,5321,362.77,23.621,78.78,97.17,15840,109.331,166.71,2069,17.188,2066.8125,1196.38,118.756,1952,6598.02,1712,16.669,1028.75,1407.8125,1789.77,3456.9,109.73,78.139,4578.3,128.236,7757.9,16711,107.84,1492.125,85.8,103.952,89.851
"7084",2014-03-21,3681.76,127.67,107.1015625,129.59,121.22,329.04,1.5344,112.6640625,55.73,2425.3,115.921875,172.73,95.4534,1494.67,9384.85,318.6,122.6875,108.249,5329.2,354.53,23.482,78.84,97.34,16100,109.336,167.44,2077,17.17,2038.375,1212.19,118.784,1952,6646.72,1723,16.687,1029.8125,1386.8125,1781.04,3463.7,111.07,78.05,4605.1,129.27,7742,16635,108.596,1466.125,86.27,103.646,90.124
"7085",2014-03-24,3653.43,128.14,107.0703125,129.83,122.04,328.49,1.53941,112.5703125,55.49,2385.31,115.890625,172.73,95.4435,1466.92,9207.3,315.99,123.09375,108.227,5289,359.27,23.201,78.87,97.79,16110,109.365,167.27,2070,17.244,2099.8125,1205.13,119.003,1945,6565.56,1731,16.791,1053.4375,1429.3125,1773.75,3419.3,107.88,77.873,4622.3,130.507,7621.5,16362,107.711,1483.5625,86.66,103.754,90.245
"7086",2014-03-25,3666.33,128.33,107.1015625,129.57,122.19,335.18,1.53807,112.65625,55.35,2419.7,115.9375,173.12,95.4933,1467.15,9346.84,319.78,123.0625,108.205,5356.2,360.59,23.1,79.19,97.7,16195,109.405,167.55,2085,17.232,2092.5625,1212.87,119.126,1991,6641.04,1752.5,16.765,1045.9375,1416.8125,1783.24,3474.5,112.03,77.882,4613.7,130.895,7674.8,16482,105.118,1486.125,87.01,103.916,90.468
"7087",2014-03-26,3614.73,128.48,107.15625,129.28,122.36,330.72,1.53407,112.8671875,55.34,2446.89,116.25,173.58,95.5032,1458.2,9461.88,323.03,123.5625,108.415,5362.4,364.79,22.87,79.43,97.82,15900,109.43,167.61,2066,17.08,2038.375,1202.43,119.222,1970,6667.01,1729,16.71,1041.625,1393.8125,1767.23,3507.7,109.11,77.96,4641.4,131.43,7804.8,16710,105.831,1498.625,87.61,104.942,90.913
"7088",2014-03-27,3596.02,128.86,107.1484375,129.05,122.91,333.78,1.52928,112.859375,54.93,2451.68,116.3125,174.01,95.5331,1448.46,9473.88,324.38,124.125,108.293,5350.9,365.88,22.786,80.15,98.05,15710,109.474,168.87,2067,17.039,2071.4375,1210.17,119.393,1972,6654.83,1738,16.855,1057.75,1421.3125,1765.31,3504.1,110.18,78.041,4619.7,132.074,7851.5,16759,108.424,1495,87.93,105.427,91.571
"7089",2014-03-28,3604.87,128.63,107.140625,128.96,122.72,339.19,1.52973,112.71875,55,2482.07,116.03125,174.32,95.5481,1447.46,9605.92,327.14,123.5,107.629,5371,364.25,22.881,80,97.63,15710,109.455,169.24,2067,16.973,2017.875,1215.22,119.26,1976.5,6692.98,1758,16.827,1057.75,1391.3125,1774.71,3528.5,111.59,78.122,4629.3,131.228,7948.6,17039,108.51,1495,87.88,105.445,91.389
"7090",2014-03-31,3628.39,128.45,107.18359375,129.36,122.53,337.41,1.5324,112.78125,54.92,2478.87,115.96875,174.6,95.5331,1435.71,9589.42,328.45,123.1875,107.198,5361.5,372.72,22.837,80.13,97.52,15900,109.425,168.76,2068,17.047,2019.1875,1203.44,119.145,1983,6761.96,1785,16.881,1079.25,1394.8125,1788.33,3513.7,111.32,78.043,4661.2,130.253,7989.5,17187,108.877,1523.625,88.08,104.978,91.47
"7091",2014-04-01,3693.14,128.3,107.17578125,129.44,122.21,338.41,1.53418,112.7265625,56.25,2492.47,115.84375,174.16,95.4833,1431.46,9612.92,330.2,122.65625,106.689,5397.2,375.37,22.763,79.92,97.45,16025,109.39,165.41,2047,17.11,1991.4375,1202.1,119.031,1968,6763.58,1795.5,16.895,1091.0625,1370.8125,1800.99,3539.7,109.6,78.038,4652.6,129.83,8053,17380,110.433,1544.9375,87.81,104.186,91.561
"7092",2014-04-02,3701.24,127.91,107.1328125,128.97,121.52,339.64,1.53106,112.46875,55.5,2498.06,115.421875,174.12,95.4435,1443.54,9654.44,330.56,122.03125,106.623,5414,370.54,23.182,79.12,97.2,16185,109.361,164.11,2060,17.037,1952.5,1175.85,118.841,1969,6812.28,1829.5,16.91,1065.8125,1338.8125,1805.88,3543.7,108.93,78.158,4666.4,130.4,8058.6,17190,109.741,1521.8125,87.83,104.078,91.632
"7093",2014-04-03,3673.41,128.04,107.1328125,128.3,121.39,337.57,1.5255,112.484375,56.61,2511.66,115.46875,173.73,95.4285,1436.61,9647.93,330.2,122.28125,106.468,5396.8,373.34,22.899,78.94,97.36,16295,109.37,166.24,2055,16.866,1966.375,1186.62,118.965,1984,6819.58,1834,16.838,1074.9375,1352.3125,1805.97,3559.3,108.3,78.418,4675.9,131.577,8169.6,17426,108.661,1535.3125,87.67,104.474,91.551
"7094",2014-04-04,3579.07,128.56,107.22265625,128.22,122,337.07,1.52417,112.8828125,56.48,2528.45,116.125,173.64,95.4534,1457.74,9708.95,331.66,122.96875,107.165,5437.3,372.57,23.062,79.4,97.93,16387,109.415,167.13,2059,16.829,1939.25,1202.77,119.25,2004,6815.52,1822,16.839,1078.6875,1339.8125,1784.01,3587.7,109.99,78.351,4686.3,130.75,8239.6,17560,106.414,1533.75,88.23,102.962,92.007
"7095",2014-04-07,3540.37,128.71,107.26171875,128.83,122.11,338.97,1.52828,113.0234375,56.29,2496.46,116.3125,173.96,95.5281,1451.93,9526.9,329.1,123.40625,107.287,5379.2,368.83,23.016,79.58,98.13,16410,109.4,165.72,2065,16.902,1954.4375,1192,119.25,2002,6745.73,1817,16.87,1073.3125,1352.8125,1762.91,3552.5,107.87,78.141,4674.2,130.602,8188.5,17459,108.035,1523.875,88.09,103.058,92.118
"7096",2014-04-08,3569.96,128.49,107.26953125,129.48,121.89,340.25,1.53451,113.0625,57.21,2486.07,116.484375,175.41,95.5281,1464.01,9504.89,327.79,123.59375,108.857,5349.7,371.79,23.19,80.12,97.88,16455,109.395,168.62,2073,16.993,1959.75,1199.07,119.136,2027,6756.28,1819,16.925,1090,1362.3125,1769.53,3539.7,109.26,77.636,4670.7,131.191,8086.8,17198,106.544,1542.875,88.92,103.325,92.492
"7097",2014-04-09,3633.2,128.34,107.3203125,130.03,121.89,338.69,1.54085,113.25,58.3,2491.67,116.625,175.89,95.5481,1460.43,9525.4,328.36,123.40625,108.724,5388.2,374.9,22.858,80.6,97.86,16695,109.38,169.1,2089,17.021,1937.9375,1216.23,119.041,2022,6740.05,1857.5,17.035,1079.8125,1338.3125,1788.52,3554.1,107.66,77.361,4722.6,131.614,8095.4,17197,108.035,1556.125,89.28,103.592,93.059
"7098",2014-04-10,3520.89,128.91,107.3828125,130.52,122.84,339.58,1.54519,113.5234375,57.74,2469.28,117.09375,175.83,95.563,1476.76,9467.38,327.18,124.34375,109.056,5393.5,372.88,23.229,80.43,98.54,17080,109.435,168.29,2112,16.895,1909.5625,1213.88,119.317,2040,6757.09,1892,17.082,1077.625,1324.8125,1752.36,3530.9,105.97,77.261,4733,131.173,7975.2,16990,108.164,1542.625,89.6,103.268,92.533
"7099",2014-04-11,3484.47,129.08,107.375,130.65,123.41,339.19,1.54475,113.5625,57.2,2439.69,117.1875,175.4,95.5979,1475.08,9326.34,322.06,124.65625,108.923,5332.5,367.75,23.062,80.32,98.6,17400,109.44,168.08,2099,16.89,1901.625,1216.23,119.383,2027.5,6665.38,1884,17.029,1071.75,1320.8125,1737.59,3492.9,105.97,77.332,4684.6,132.074,7866.7,16838,107.948,1522.5625,89.34,103.707,92.179
"7100",2014-04-14,3511.03,128.9,107.359375,129.99,123.08,339.86,1.5374,113.40625,57.42,2454.88,117,175.2,95.6527,1484.58,9351.84,321.93,124.375,108.78,5344.3,372.57,23.136,80.24,98.42,17790,109.45,170.81,2121,16.822,1961.0625,1224.3,119.317,2053.5,6697.85,1882,16.943,1081.375,1357.8125,1749.87,3509.3,108.22,77.606,4619.7,132.442,7892.4,16882,108.91,1536.375,89.5,103.802,92.189
"7101",2014-04-15,3532.27,129.5,107.34375,129.89,124.22,333.17,1.53618,113.3203125,58.19,2425.3,117,175.12,95.6278,1454.17,9189.79,319.74,124.6875,108.658,5315.2,379.02,22.533,79.99,98.71,17660,109.509,171.26,2109,16.78,2023.1875,1234.73,119.611,2045,6679.99,1852,16.981,1083,1403.8125,1764.35,3478.9,107.04,77.687,4647.4,131.872,7829.9,16499,108.754,1562.375,88.94,103.44,92.047
"7102",2014-04-16,3542.65,129.33,107.328125,129.74,123.98,337.41,1.5374,113.15625,59.39,2461.28,116.796875,175.94,95.6427,1457.74,9334.84,322.26,124.71875,108.193,5356.2,381.82,22.701,79.89,98.44,17860,109.494,171.64,2142,16.735,1994.125,1244.82,119.516,2067,6713.27,1875,16.935,1069.5625,1376.3125,1777.01,3524.9,108.37,77.682,4673.3,131.89,7951.6,17036,109.985,1580.5625,89.25,103.592,91.774
"7103",2014-04-17,3564.65,129.09,107.28515625,129.61,123.65,339.58,1.53718,112.8359375,58.98,2476.47,116.203125,175.95,95.6626,1447.01,9431.87,322.88,123.84375,108.05,5387.8,379.72,22.657,79.39,98.24,17925,109.43,171.53,2142,16.711,2003.375,1248.18,119.317,2060.5,6753.03,1865,16.895,1063.6875,1382.8125,1781.9,3546.4,107.34,77.702,4704.4,130.534,7968.2,17101,110.544,1575.625,88.71,102.638,91.845
"7106",2014-04-22,3627.13,128.74,107.26953125,129.19,122.95,340.53,1.5354,112.78125,58.07,2512.46,116.09375,176.2,95.6178,1432.69,9620.93,324.74,123.875,107.795,5436.5,373.11,22.385,79.57,97.75,18325,109.415,171.12,2159,16.768,1959.0625,1238.77,119.222,2081,6841.49,1891,16.876,1066.875,1346.3125,1797.25,3587.8,108.34,77.791,4729.5,130.754,8087.9,17386,108.329,1540,89.05,103.096,91.662
"7107",2014-04-23,3596.27,129.01,107.30078125,129.47,123.54,341.14,1.53685,112.9609375,57.74,2495.66,116.390625,175.77,95.6626,1436.61,9569.91,324.12,124.34375,108.028,5434.9,371.79,22.474,79.48,98.14,18380,109.415,170.87,2159,16.783,1971,1235.07,119.26,2059,6823.64,1874.5,16.877,1082.5,1353.3125,1796.29,3564.2,110.59,77.733,4761.5,130.955,8081.5,17191,110.969,1528.3125,88.34,103.191,91.632
"7108",2014-04-24,3626.87,128.93,107.29296875,129.63,123.63,348,1.53785,112.9453125,57.86,2500.46,116.359375,175.96,95.6676,1443.32,9552.9,323.75,124.40625,108.116,5450.9,373.42,22.763,79.36,98,18350,109.39,172.78,2168,16.779,2007.3125,1246.5,119.183,2072,6792.8,1876,16.85,1077.625,1378.3125,1796.48,3587,111.25,77.677,4773.6,131.67,8092.8,17271,110.007,1531.9375,88.11,103.764,91.683
"7109",2014-04-25,3571.99,129.43,107.31640625,129.8,124.87,348.45,1.53907,112.9921875,58.31,2472.47,116.5,175.98,95.6875,1454.72,9422.87,320.61,124.78125,108.337,5438.6,381.51,22.767,79.4,98.53,18445,109.42,171.61,2162,16.755,2050.25,1237.42,119.374,2056,6757.9,1852.5,16.81,1090,1400.8125,1784.01,3561.8,111.31,77.619,4779.6,131.963,7985.6,16982,108.239,1559,88.2,104.471,91.581
"7110",2014-04-28,3582.36,129.25,107.31640625,129.96,124.43,346.83,1.54108,113.0390625,57.91,2482.87,116.53125,176.11,95.7025,1452.71,9455.38,321.47,124.59375,108.016,5451.7,386.41,22.648,79.05,98.28,18175,109.405,169.32,2136,16.877,2070.0625,1229.69,119.307,2066,6777.38,1829,16.856,1091.625,1400.8125,1789.67,3575.2,110.1,77.565,4782.2,132.77,7983.8,17084,108.284,1569.6875,88.06,104.509,91.683
"7111",2014-04-29,3605.63,129.23,107.29296875,129.4,124.2,342.65,1.53629,112.96875,58.11,2519.65,116.4375,176.31,95.6925,1449.69,9607.92,325.64,124.28125,107.862,5502.9,388.74,22.532,79.24,98.09,18150,109.46,170.67,2110,16.828,2107.125,1238.09,119.44,2055,6830.94,1813,16.839,1108.8125,1416.3125,1795.23,3606.8,112.28,77.68,4733.8,132.385,8098.3,17410,107.657,1586.0625,88.26,104.662,92.28
"7112",2014-04-30,3615.24,129.49,107.3359375,129.95,124.79,337.57,1.54308,113.2578125,56.97,2514.86,116.828125,176.89,95.6825,1449.24,9619.93,327.46,124.78125,108.337,5526.2,390.72,22.112,79.91,98.23,18325,109.47,169.24,2106,16.981,2133.375,1215.22,119.526,2040,6839.87,1800,17.03,1103.5,1426.1875,1801.08,3604,112.55,77.341,4726.9,132.843,8091.6,17257,105.33,1581.375,88.48,104.795,92.371
"7114",2014-05-02,3621.31,129.72,107.3203125,130.22,125.04,342.31,1.54308,113.265625,56.16,2500.46,117.046875,176.72,95.7224,1457.07,9551.4,326.59,125.9375,108.216,5542.2,380.19,22.541,80.3,98.53,18270,109.509,170.06,2091,16.949,2157.625,1223.63,119.687,2040,6815.52,1786,17.037,1062.0625,1415.3125,1797.73,3584.9,112.59,77.371,4707.9,134.529,8112,17284,104.927,1537.4375,88.22,105.445,92.118
"7116",2014-05-06,3592.73,129.61,107.3203125,130.86,124.85,340.86,1.54998,113.2578125,55.62,2487.67,117.046875,177.93,95.7622,1463.45,9478.38,325.11,125.84375,108.923,5538.9,377.9,22.655,81.12,98.42,18550,109.465,167.66,2110,16.996,2220.625,1211.19,119.573,2053,6792.8,1784,17.107,1100.3125,1460.8125,1788.04,3561.8,112.18,76.946,4729.5,134.511,8129.2,17065,103.876,1525.6875,89.09,105.636,92.928
"7117",2014-05-07,3582.1,129.5,107.375,130.53,124.77,338.13,1.54808,113.4296875,55.24,2498.06,117.265625,177.67,95.7971,1441.42,9527.9,327.01,125.78125,108.691,5540.2,375.84,22.306,80.4,98.38,18650,109.47,169.34,2080,16.986,2209.5,1213.54,119.488,2030.5,6812.28,1769,17.126,1092.875,1458.3125,1797.53,3582.1,110.48,77.06,4684.6,134.181,8094.7,16854,103.137,1511.8125,88.93,105.082,92.816
"7118",2014-05-08,3579.07,129.8,107.3984375,130.03,124.81,341.48,1.54108,113.578125,55.63,2535.65,117.484375,177.5,95.7871,1440.07,9613.42,330.89,125.9375,109.012,5572.9,380.43,22.071,80.14,98.53,19405,109.534,169.2,2095,16.942,2212.125,1215.22,119.716,2038,6853.67,1766.5,17.169,1098.1875,1453.375,1795.71,3629.2,111.07,77.215,4718.3,134.529,8242.5,17220,102.846,1536.125,89.29,105.349,93.464
"7119",2014-05-09,3589.69,129.78,107.4140625,128.86,124.39,343.76,1.52917,113.5625,55.71,2522.05,117.375,176.44,95.807,1439.96,9595.42,330.23,125.53125,108.68,5561.1,385.65,22.051,79.85,98.27,19905,109.499,168.96,2085,16.797,2176,1219.6,119.716,2035,6875.58,1761.5,17.117,1079.0625,1428.1875,1796.77,3608.5,110.25,77.758,4714.8,135.317,8154.5,16943,102.645,1554.4375,89.1,105.445,92.766
"7120",2014-05-12,3650.14,129.7,107.390625,128.72,124.18,351.18,1.53017,113.4296875,55.44,2542.84,117.125,176.69,95.7971,1449.13,9708.45,332.66,125.15625,108.282,5585.6,378.45,22.538,79.92,97.82,20925,109.499,169.78,2125.5,16.793,2164.875,1221.62,119.706,2079,6924.27,1787,17.091,1062.0625,1413.375,1815.37,3636.9,108.99,77.762,4699.3,135.336,8211.2,17027,101.526,1531.6875,89.2,105.139,92.857
"7121",2014-05-13,3651.16,130.18,107.4140625,128.4,124.96,349.62,1.52383,113.6171875,55.75,2548.44,117.4375,176.23,95.7821,1448.01,9767.97,333.45,125.65625,108.138,5604.9,383.6,22.542,80.06,98.25,21000,109.549,171.07,2122,16.849,2165.5,1225.34,119.925,2063,6924.27,1781,17.075,1068.9375,1402,1816.81,3647.8,108.54,78.003,4742.5,135.427,8235.3,16838,100.608,1551,89.14,104.643,92.675
"7122",2014-05-14,3638.51,130.66,107.4609375,128.46,126.01,352.35,1.52472,113.8828125,55.98,2550.04,117.96875,175.69,95.822,1460.43,9767.97,332.91,126.71875,108.691,5622.9,385.02,22.805,80.4,99.03,20030,109.569,172.56,2158,16.817,2116.9375,1237.85,120.134,2103,6978.65,1809,17.074,1053.5,1364.4375,1808.18,3649,108.27,77.927,4763.2,135.922,8258.7,16786,101.429,1554.1875,89.35,104.986,92.978
"7123",2014-05-15,3605.12,131.38,107.4765625,128.44,127.7,350.62,1.52572,114,55.52,2510.86,118.25,175.95,95.8668,1446.67,9658.94,330.35,127.25,108.957,5588.5,380.99,22.47,80.16,99.63,18750,109.608,172.22,2131,16.811,2044.75,1236.16,120.39,2059,7003.81,1775,17.015,1029.625,1340.6875,1790.92,3604.8,107.86,77.858,4775.3,136.472,8054.6,16182,100.461,1536.9375,89.16,104.948,92.988
"7124",2014-05-16,3624.85,131.09,107.46875,128.2,127.07,350.9,1.52383,113.9609375,55.13,2519.65,118.109375,176.22,95.9116,1446.45,9620.43,329.73,127.09375,108.979,5602.4,380.04,22.291,80.08,99.31,19025,109.584,173.26,2133,16.84,2015.875,1239.21,120.267,2065,7032.21,1769.5,17.066,1028,1332.8125,1798.01,3617.9,107.22,77.9,4745.9,137.315,8147.3,16344,100.041,1531.4375,89.25,105.33,93.079
"7125",2014-05-19,3655.71,131.04,107.49609375,128.2,127.02,353.13,1.52539,114.0078125,54.69,2525.25,118.0625,176.19,95.9465,1446.9,9672.94,331.34,126.65625,109.189,5599.2,388.19,22.319,80.02,99.14,20100,109.593,172.66,2153,16.76,2018.5,1233.8,120.248,2090,7027.34,1774,17.068,1014.75,1333.3125,1805.3,3628.1,106.42,77.843,4682,138.177,8110,16317,100.419,1552.625,88.89,106.476,93.049
"7126",2014-05-20,3638.76,130.88,107.51171875,128.12,126.45,350.68,1.52372,114.171875,54.21,2521.25,118.3125,176.42,95.9166,1447.79,9649.43,331.01,126.9375,109.233,5560.6,385.18,22.372,79.57,98.88,19855,109.613,173.16,2133.5,16.765,2017.1875,1229.74,120.238,2080,7011.11,1770,17.013,1006.75,1325.375,1791.68,3621.2,106.24,77.887,4693.2,138.598,8125.6,16359,99.767,1536.375,88.2,105.979,92.847
"7127",2014-05-21,3676.2,130.66,107.50390625,127.9,126.07,348.22,1.52172,114.09375,54.75,2538.04,118.140625,177.02,95.9714,1440.52,9697.45,332.7,126.40625,109.089,5577,394.2,22.301,79.47,98.61,19500,109.603,174.52,2124,16.796,1999.4375,1236.5,120.153,2067,7028.15,1768,17.035,1008.875,1313,1807.8,3634.7,106.59,77.942,4698.4,138.708,8185.1,16534,100.882,1573.5,88.02,105.617,92.664
"7128",2014-05-22,3690.87,130.89,107.48046875,127.75,126.65,350.34,1.5186,113.96875,55.28,2542.84,117.96875,176.7,95.8818,1448.24,9735.46,333.61,126.25,108.658,5584,396.89,22.511,79.45,98.53,19700,109.643,174.22,2137,16.749,1973.8125,1235.49,120.286,2079,7054.12,1796,17.021,1013.6875,1303.125,1812.88,3642.4,104.78,78.093,4743.3,137.896,8187,16333,98.926,1587.625,87.87,105.101,92.837
"7129",2014-05-23,3718.18,130.88,107.50390625,127.58,126.41,353.19,1.51593,114.1015625,54.63,2553.24,118.125,176.21,95.8469,1444.55,9766.97,334.73,126.625,108.47,5570.5,397.76,22.394,79.37,98.74,19600,109.638,174.5,2150,16.615,1956.125,1234.47,120.276,2084,7078.47,1814.5,16.995,1016.3125,1289.8125,1819.31,3654.3,103.03,78.234,4763.2,136.114,8207.2,16647,98.295,1584.25,88.07,104.108,93.079
"7131",2014-05-27,3764.98,131.16,107.48828125,127.47,126.75,354.3,1.51682,114.1015625,54.04,2588.42,118.234375,176.13,95.8818,1415.25,9944.52,336.26,127.03125,108.481,5595.9,391.12,21.989,79.3,98.71,19550,109.658,173.68,2142,16.665,1938.375,1233.46,120.447,2087.5,7073.6,1828.5,17.019,998.75,1267.0625,1831.1,3688.6,101.43,78.19,4777,136.573,8331.5,17186,98.001,1556.25,88.29,103.573,93.171
"7132",2014-05-28,3759.67,131.73,107.52734375,127.26,127.91,353.85,1.51226,114.375,53.62,2588.42,118.765625,175.07,95.9216,1408.31,9932.52,335.43,128.21875,108.603,5599.2,394.52,21.98,78.8,99.51,19320,109.663,173.35,2135,16.618,1932.5,1221.96,120.59,2074,7073.6,1840,16.964,1004.625,1262.625,1831.01,3689.1,101.31,78.399,4785.7,138.038,8357.4,17340,96.36,1565.6875,87.97,103.993,92.968
"7133",2014-05-29,3779.39,131.63,107.52734375,127.34,127.57,350.62,1.51326,114.2890625,53.32,2590.02,118.703125,175.2,95.9863,1404.96,9942.02,336.67,128.03125,108.724,5620.9,394.44,21.928,78.61,99.68,18900,109.648,173.6,2122,16.614,1918.0625,1224.33,120.533,2068,7073.6,1845,16.98,998.25,1250.25,1839.45,3693.1,102.84,78.321,4780.5,139.079,8347.2,17267,96.15,1567,88.6,105.426,93.333
"7134",2014-05-30,3779.39,131.52,107.51171875,127.72,127.28,348.28,1.51682,114.2421875,52.09,2590.82,118.59375,175.65,95.9714,1392.55,9942.02,336.59,127.8125,108.769,5590.1,395.86,21.545,78.82,99.43,19250,109.648,172.72,2095,16.516,1898.375,1207.08,120.485,2054,7033.02,1838,16.956,990.25,1239.875,1842.9,3684.6,102.98,78.189,4756.3,139.079,8391.7,17369,95.351,1560.9375,88.75,105.254,93.312
"7135",2014-06-02,3771.3,131.44,107.453125,127.18,126.94,353.52,1.51248,113.890625,51.83,2598.02,118,175.46,95.9565,1390.32,9963.53,337.87,126.8125,107.95,5621.3,400.45,21.611,78.48,99.03,19350,109.653,171.8,2123,16.501,1887.1875,1204.04,120.476,2083,7055.75,1850,16.892,989.75,1227.0625,1843.19,3690.3,103.23,78.467,4776.2,139.449,8431.2,17494,95.162,1568.5625,88.2,105.177,92.816
"7136",2014-06-03,3774.59,130.91,107.4453125,127.47,125.99,349.78,1.5156,113.7109375,51.89,2590.82,117.5625,175.46,95.9067,1390.88,9927.52,337.58,125.84375,107.906,5585.2,395.39,21.638,78.23,98.66,19075,109.638,171.79,2136,16.524,1858.3125,1196.27,120.295,2088,7033.02,1846,16.893,974.3125,1210.75,1843.48,3681.7,104.28,78.373,4738.2,139.961,8392.8,17404,95.561,1548.4375,88.31,105.674,92.735
"7137",2014-06-04,3787.24,130.74,107.453125,127.41,125.61,344.88,1.51293,113.6875,53.1,2589.22,117.453125,175.44,95.8469,1390.65,9932.52,337.21,125.6875,107.696,5577.9,392.94,21.672,78.18,98.28,19025,109.653,171.13,2103,16.603,1873.4375,1195.25,120.276,2079,7015.98,1835,16.879,970.0625,1214.6875,1846.93,3679.6,102.75,78.483,4706.2,140.296,8366.9,17372,94.678,1549.75,88.51,105.407,92.523
"7138",2014-06-05,3820.62,130.97,107.48046875,128.2,125.74,344.6,1.51949,113.7734375,52.35,2611.61,117.65625,176.19,95.8519,1400.71,9951.53,339.69,125.90625,107.961,5575.8,388.27,22.007,78.99,98.41,19030,109.668,171.74,2108.5,16.569,1874.75,1195.25,120.542,2088,7023.28,1850,16.915,954.6875,1197.375,1859.2,3718.5,102.06,78.188,4703.6,141.037,8466.1,17639,95.035,1526.75,89.1,106.552,92.614
"7139",2014-06-06,3842.63,131.54,107.4296875,127.97,125.93,340.2,1.51827,113.640625,52.78,2631.6,117.5,176.15,95.8519,1399.82,9985.04,341.5,125.875,107.873,5609.8,385.89,21.901,78.97,98.59,18875,109.653,171.46,2109,16.657,1931.1875,1195.59,120.798,2104,7022.47,1879,17.058,975.9375,1222.125,1869.56,3744.7,101.2,78.211,4720,141.531,8603.1,17885,96.381,1523.0625,89.12,107.03,92.584
